"gross" "show" "week_ending" "id.show" "id.year" "id.week"
0.731916 "The Phantom of the Opera" 2005-04-24 9 6 47
1.215733 "Wicked" 2005-04-24 10 6 47
0.662539 "Beauty and the Beast" 2005-05-01 1 6 48
0.504196 "Chicago" 2005-05-01 2 6 48
0.955629 "Mamma Mia!" 2005-05-01 5 6 48
0.31866 "Rent" 2005-05-01 6 6 48
1.174538 "The Lion King" 2005-05-01 8 6 48
0.729701 "The Phantom of the Opera" 2005-05-01 9 6 48
1.255997 "Wicked" 2005-05-01 10 6 48
0.590416 "Beauty and the Beast" 2005-05-08 1 6 49
0.443331 "Chicago" 2005-05-08 2 6 49
0.975831 "Mamma Mia!" 2005-05-08 5 6 49
0.289281 "Rent" 2005-05-08 6 6 49
1.173238 "The Lion King" 2005-05-08 8 6 49
0.742572 "The Phantom of the Opera" 2005-05-08 9 6 49
1.230678 "Wicked" 2005-05-08 10 6 49
0.545195 "Beauty and the Beast" 2005-05-15 1 6 50
0.452799 "Chicago" 2005-05-15 2 6 50
0.947628 "Mamma Mia!" 2005-05-15 5 6 50
0.282623 "Rent" 2005-05-15 6 6 50
1.157244 "The Lion King" 2005-05-15 8 6 50
0.698503 "The Phantom of the Opera" 2005-05-15 9 6 50
1.246462 "Wicked" 2005-05-15 10 6 50
0.609693 "Beauty and the Beast" 2005-05-22 1 6 51
0.504431 "Chicago" 2005-05-22 2 6 51
0.970398 "Mamma Mia!" 2005-05-22 5 6 51
0.334834 "Rent" 2005-05-22 6 6 51
1.170719 "The Lion King" 2005-05-22 8 6 51
0.752695 "The Phantom of the Opera" 2005-05-22 9 6 51
1.243774 "Wicked" 2005-05-22 10 6 51
0.633991 "Beauty and the Beast" 2005-05-29 1 6 52
0.53054 "Chicago" 2005-05-29 2 6 52
0.972995 "Mamma Mia!" 2005-05-29 5 6 52
0.385332 "Rent" 2005-05-29 6 6 52
1.176169 "The Lion King" 2005-05-29 8 6 52
0.770456 "The Phantom of the Opera" 2005-05-29 9 6 52
1.255567 "Wicked" 2005-05-29 10 6 52
0.643722 "Beauty and the Beast" 2005-06-05 1 6 1
0.404474 "Chicago" 2005-06-05 2 6 1
0.945513 "Mamma Mia!" 2005-06-05 5 6 1
0.326947 "Rent" 2005-06-05 6 6 1
1.169962 "The Lion King" 2005-06-05 8 6 1
0.759442 "The Phantom of the Opera" 2005-06-05 9 6 1
1.249964 "Wicked" 2005-06-05 10 6 1
0.654655 "Beauty and the Beast" 2005-06-12 1 6 2
0.439246 "Chicago" 2005-06-12 2 6 2
0.97113 "Mamma Mia!" 2005-06-12 5 6 2
0.320119 "Rent" 2005-06-12 6 6 2
1.172795 "The Lion King" 2005-06-12 8 6 2
0.753205 "The Phantom of the Opera" 2005-06-12 9 6 2
1.265536 "Wicked" 2005-06-12 10 6 2
0.679541 "Beauty and the Beast" 2005-06-19 1 6 3
0.435699 "Chicago" 2005-06-19 2 6 3
0.945982 "Mamma Mia!" 2005-06-19 5 6 3
0.332093 "Rent" 2005-06-19 6 6 3
1.188112 "The Lion King" 2005-06-19 8 6 3
0.777465 "The Phantom of the Opera" 2005-06-19 9 6 3
1.267274 "Wicked" 2005-06-19 10 6 3
0.717387 "Beauty and the Beast" 2005-06-26 1 6 4
0.485031 "Chicago" 2005-06-26 2 6 4
0.981873 "Mamma Mia!" 2005-06-26 5 6 4
0.362841 "Rent" 2005-06-26 6 6 4
1.195757 "The Lion King" 2005-06-26 8 6 4
0.806462 "The Phantom of the Opera" 2005-06-26 9 6 4
1.265311 "Wicked" 2005-06-26 10 6 4
0.66134 "Beauty and the Beast" 2005-07-03 1 6 5
0.459289 "Chicago" 2005-07-03 2 6 5
0.942813 "Mamma Mia!" 2005-07-03 5 6 5
0.358453 "Rent" 2005-07-03 6 6 5
1.203555 "The Lion King" 2005-07-03 8 6 5
0.792294 "The Phantom of the Opera" 2005-07-03 9 6 5
1.290478 "Wicked" 2005-07-03 10 6 5
0.657265 "Beauty and the Beast" 2005-07-10 1 6 6
0.464127 "Chicago" 2005-07-10 2 6 6
0.960965 "Mamma Mia!" 2005-07-10 5 6 6
0.358534 "Rent" 2005-07-10 6 6 6
1.199226 "The Lion King" 2005-07-10 8 6 6
0.77711 "The Phantom of the Opera" 2005-07-10 9 6 6
1.302256 "Wicked" 2005-07-10 10 6 6
0.689838 "Beauty and the Beast" 2005-07-17 1 6 7
0.491087 "Chicago" 2005-07-17 2 6 7
0.964664 "Mamma Mia!" 2005-07-17 5 6 7
0.382101 "Rent" 2005-07-17 6 6 7
1.205277 "The Lion King" 2005-07-17 8 6 7
0.814857 "The Phantom of the Opera" 2005-07-17 9 6 7
1.297582 "Wicked" 2005-07-17 10 6 7
0.716364 "Beauty and the Beast" 2005-07-24 1 6 8
0.484033 "Chicago" 2005-07-24 2 6 8
0.973281 "Mamma Mia!" 2005-07-24 5 6 8
0.424899 "Rent" 2005-07-24 6 6 8
1.207509 "The Lion King" 2005-07-24 8 6 8
0.817182 "The Phantom of the Opera" 2005-07-24 9 6 8
1.307492 "Wicked" 2005-07-24 10 6 8
0.728684 "Beauty and the Beast" 2005-07-31 1 6 9
0.512141 "Chicago" 2005-07-31 2 6 9
0.968964 "Mamma Mia!" 2005-07-31 5 6 9
0.445088 "Rent" 2005-07-31 6 6 9
1.215288 "The Lion King" 2005-07-31 8 6 9
0.812364 "The Phantom of the Opera" 2005-07-31 9 6 9
1.311651 "Wicked" 2005-07-31 10 6 9
0.700085 "Beauty and the Beast" 2005-08-07 1 6 10
0.502379 "Chicago" 2005-08-07 2 6 10
0.978026 "Mamma Mia!" 2005-08-07 5 6 10
0.459198 "Rent" 2005-08-07 6 6 10
1.213397 "The Lion King" 2005-08-07 8 6 10
0.814275 "The Phantom of the Opera" 2005-08-07 9 6 10
1.312297 "Wicked" 2005-08-07 10 6 10
0.700151 "Beauty and the Beast" 2005-08-14 1 6 11
0.506103 "Chicago" 2005-08-14 2 6 11
0.969301 "Mamma Mia!" 2005-08-14 5 6 11
0.479491 "Rent" 2005-08-14 6 6 11
1.215631 "The Lion King" 2005-08-14 8 6 11
0.829956 "The Phantom of the Opera" 2005-08-14 9 6 11
1.314515 "Wicked" 2005-08-14 10 6 11
0.649113 "Beauty and the Beast" 2005-08-21 1 6 12
0.478397 "Chicago" 2005-08-21 2 6 12
0.966177 "Mamma Mia!" 2005-08-21 5 6 12
0.470231 "Rent" 2005-08-21 6 6 12
1.209394 "The Lion King" 2005-08-21 8 6 12
0.814026 "The Phantom of the Opera" 2005-08-21 9 6 12
1.312017 "Wicked" 2005-08-21 10 6 12
0.586124 "Beauty and the Beast" 2005-08-28 1 6 13
0.408616 "Chicago" 2005-08-28 2 6 13
0.901114 "Mamma Mia!" 2005-08-28 5 6 13
0.420998 "Rent" 2005-08-28 6 6 13
1.199795 "The Lion King" 2005-08-28 8 6 13
0.767082 "The Phantom of the Opera" 2005-08-28 9 6 13
1.317421 "Wicked" 2005-08-28 10 6 13
0.533495 "Beauty and the Beast" 2005-09-04 1 6 14
0.427017 "Chicago" 2005-09-04 2 6 14
0.909272 "Mamma Mia!" 2005-09-04 5 6 14
0.387545 "Rent" 2005-09-04 6 6 14
1.173252 "The Lion King" 2005-09-04 8 6 14
0.720334 "The Phantom of the Opera" 2005-09-04 9 6 14
1.320047 "Wicked" 2005-09-04 10 6 14
0.339102 "Beauty and the Beast" 2005-09-11 1 6 15
0.355524 "Chicago" 2005-09-11 2 6 15
0.826994 "Mamma Mia!" 2005-09-11 5 6 15
0.262101 "Rent" 2005-09-11 6 6 15
0.993404 "The Lion King" 2005-09-11 8 6 15
0.572918 "The Phantom of the Opera" 2005-09-11 9 6 15
1.276941 "Wicked" 2005-09-11 10 6 15
0.418726 "Beauty and the Beast" 2005-09-18 1 6 16
0.451057 "Chicago" 2005-09-18 2 6 16
0.904581 "Mamma Mia!" 2005-09-18 5 6 16
0.281924 "Rent" 2005-09-18 6 6 16
1.013711 "The Lion King" 2005-09-18 8 6 16
0.602634 "The Phantom of the Opera" 2005-09-18 9 6 16
1.24901 "Wicked" 2005-09-18 10 6 16
0.465266 "Beauty and the Beast" 2005-09-25 1 6 17
0.527606 "Chicago" 2005-09-25 2 6 17
0.91335 "Mamma Mia!" 2005-09-25 5 6 17
0.322479 "Rent" 2005-09-25 6 6 17
1.069224 "The Lion King" 2005-09-25 8 6 17
0.667925 "The Phantom of the Opera" 2005-09-25 9 6 17
1.263292 "Wicked" 2005-09-25 10 6 17
0.480925 "Beauty and the Beast" 2005-10-02 1 6 18
0.53413 "Chicago" 2005-10-02 2 6 18
0.905685 "Mamma Mia!" 2005-10-02 5 6 18
0.060519 "Rent" 2005-10-02 6 6 18
1.050498 "The Lion King" 2005-10-02 8 6 18
0.656934 "The Phantom of the Opera" 2005-10-02 9 6 18
1.266499 "Wicked" 2005-10-02 10 6 18
0.603526 "Beauty and the Beast" 2005-10-09 1 6 19
0.603845 "Chicago" 2005-10-09 2 6 19
0.266976 "Jersey Boys" 2005-10-09 3 6 19
0.947773 "Mamma Mia!" 2005-10-09 5 6 19
0.392127 "Rent" 2005-10-09 6 6 19
1.157746 "The Lion King" 2005-10-09 8 6 19
0.720684 "The Phantom of the Opera" 2005-10-09 9 6 19
1.305035 "Wicked" 2005-10-09 10 6 19
0.635266 "Beauty and the Beast" 2005-10-16 1 6 20
0.610126 "Chicago" 2005-10-16 2 6 20
0.329258 "Jersey Boys" 2005-10-16 3 6 20
0.981568 "Mamma Mia!" 2005-10-16 5 6 20
0.427867 "Rent" 2005-10-16 6 6 20
1.140662 "The Lion King" 2005-10-16 8 6 20
0.736234 "The Phantom of the Opera" 2005-10-16 9 6 20
1.281947 "Wicked" 2005-10-16 10 6 20
0.643427 "Beauty and the Beast" 2005-10-23 1 6 21
0.602544 "Chicago" 2005-10-23 2 6 21
0.389964 "Jersey Boys" 2005-10-23 3 6 21
0.999021 "Mamma Mia!" 2005-10-23 5 6 21
0.424154 "Rent" 2005-10-23 6 6 21
1.138475 "The Lion King" 2005-10-23 8 6 21
0.704811 "The Phantom of the Opera" 2005-10-23 9 6 21
1.301198 "Wicked" 2005-10-23 10 6 21
0.575122 "Beauty and the Beast" 2005-10-30 1 6 22
0.592312 "Chicago" 2005-10-30 2 6 22
0.422416 "Jersey Boys" 2005-10-30 3 6 22
0.966088 "Mamma Mia!" 2005-10-30 5 6 22
0.382228 "Rent" 2005-10-30 6 6 22
1.131223 "The Lion King" 2005-10-30 8 6 22
0.665742 "The Phantom of the Opera" 2005-10-30 9 6 22
1.291006 "Wicked" 2005-10-30 10 6 22
0.396841 "Beauty and the Beast" 2005-11-06 1 6 23
0.440547 "Chicago" 2005-11-06 2 6 23
0.422738 "Jersey Boys" 2005-11-06 3 6 23
0.949003 "Mamma Mia!" 2005-11-06 5 6 23
0.36245 "Rent" 2005-11-06 6 6 23
1.059532 "The Lion King" 2005-11-06 8 6 23
0.578005 "The Phantom of the Opera" 2005-11-06 9 6 23
1.304041 "Wicked" 2005-11-06 10 6 23
0.581202 "Beauty and the Beast" 2005-11-13 1 6 24
0.548668 "Chicago" 2005-11-13 2 6 24
0.667407 "Jersey Boys" 2005-11-13 3 6 24
0.981278 "Mamma Mia!" 2005-11-13 5 6 24
0.521931 "Rent" 2005-11-13 6 6 24
1.115783 "The Lion King" 2005-11-13 8 6 24
0.671193 "The Phantom of the Opera" 2005-11-13 9 6 24
1.318294 "Wicked" 2005-11-13 10 6 24
0.493385 "Beauty and the Beast" 2005-11-20 1 6 25
0.51112 "Chicago" 2005-11-20 2 6 25
0.689839 "Jersey Boys" 2005-11-20 3 6 25
0.996707 "Mamma Mia!" 2005-11-20 5 6 25
0.522031 "Rent" 2005-11-20 6 6 25
1.087714 "The Lion King" 2005-11-20 8 6 25
0.634395 "The Phantom of the Opera" 2005-11-20 9 6 25
1.317881 "Wicked" 2005-11-20 10 6 25
0.839636 "Beauty and the Beast" 2005-11-27 1 6 26
0.58523 "Chicago" 2005-11-27 2 6 26
0.802858 "Jersey Boys" 2005-11-27 3 6 26
1.082935 "Mamma Mia!" 2005-11-27 5 6 26
0.683252 "Rent" 2005-11-27 6 6 26
1.414202 "The Lion King" 2005-11-27 8 6 26
0.924689 "The Phantom of the Opera" 2005-11-27 9 6 26
1.521159 "Wicked" 2005-11-27 10 6 26
0.562162 "Beauty and the Beast" 2005-12-04 1 6 27
0.521987 "Chicago" 2005-12-04 2 6 27
0.789714 "Jersey Boys" 2005-12-04 3 6 27
1.006364 "Mamma Mia!" 2005-12-04 5 6 27
0.494431 "Rent" 2005-12-04 6 6 27
1.127366 "The Lion King" 2005-12-04 8 6 27
0.658344 "The Phantom of the Opera" 2005-12-04 9 6 27
1.351144 "Wicked" 2005-12-04 10 6 27
0.619499 "Beauty and the Beast" 2005-12-11 1 6 28
0.556125 "Chicago" 2005-12-11 2 6 28
0.8175 "Jersey Boys" 2005-12-11 3 6 28
1.065577 "Mamma Mia!" 2005-12-11 5 6 28
0.534962 "Rent" 2005-12-11 6 6 28
1.219268 "The Lion King" 2005-12-11 8 6 28
0.721008 "The Phantom of the Opera" 2005-12-11 9 6 28
1.345796 "Wicked" 2005-12-11 10 6 28
0.59498 "Beauty and the Beast" 2005-12-18 1 6 29
0.501753 "Chicago" 2005-12-18 2 6 29
0.805181 "Jersey Boys" 2005-12-18 3 6 29
1.011549 "Mamma Mia!" 2005-12-18 5 6 29
0.551224 "Rent" 2005-12-18 6 6 29
1.18587 "The Lion King" 2005-12-18 8 6 29
0.695372 "The Phantom of the Opera" 2005-12-18 9 6 29
1.350164 "Wicked" 2005-12-18 10 6 29
0.484033 "Beauty and the Beast" 2005-12-25 1 6 30
0.416869 "Chicago" 2005-12-25 2 6 30
0.895865 "Jersey Boys" 2005-12-25 3 6 30
0.768339 "Mamma Mia!" 2005-12-25 5 6 30
0.520135 "Rent" 2005-12-25 6 6 30
1.425783 "The Lion King" 2005-12-25 8 6 30
0.723924 "The Phantom of the Opera" 2005-12-25 9 6 30
1.439603 "Wicked" 2005-12-25 10 6 30
1.229825 "Beauty and the Beast" 2006-01-01 1 7 31
0.846342 "Chicago" 2006-01-01 2 7 31
0.975836 "Jersey Boys" 2006-01-01 3 7 31
1.381822 "Mamma Mia!" 2006-01-01 5 7 31
0.880804 "Rent" 2006-01-01 6 7 31
1.455498 "The Lion King" 2006-01-01 8 7 31
1.266444 "The Phantom of the Opera" 2006-01-01 9 7 31
1.610934 "Wicked" 2006-01-01 10 7 31
0.678466 "Beauty and the Beast" 2006-01-08 1 7 32
0.573438 "Chicago" 2006-01-08 2 7 32
0.90429 "Jersey Boys" 2006-01-08 3 7 32
0.967705 "Mamma Mia!" 2006-01-08 5 7 32
0.620648 "Rent" 2006-01-08 6 7 32
1.218071 "The Lion King" 2006-01-08 8 7 32
0.796183 "The Phantom of the Opera" 2006-01-08 9 7 32
1.360955 "Wicked" 2006-01-08 10 7 32
0.584286 "Beauty and the Beast" 2006-01-15 1 7 33
0.498242 "Chicago" 2006-01-15 2 7 33
0.884505 "Jersey Boys" 2006-01-15 3 7 33
0.930327 "Mamma Mia!" 2006-01-15 5 7 33
0.596336 "Rent" 2006-01-15 6 7 33
1.099633 "The Lion King" 2006-01-15 8 7 33
0.662631 "The Phantom of the Opera" 2006-01-15 9 7 33
1.362006 "Wicked" 2006-01-15 10 7 33
0.488179 "Beauty and the Beast" 2006-01-22 1 7 34
0.393101 "Chicago" 2006-01-22 2 7 34
0.89354 "Jersey Boys" 2006-01-22 3 7 34
0.839847 "Mamma Mia!" 2006-01-22 5 7 34
0.508849 "Rent" 2006-01-22 6 7 34
0.962275 "The Lion King" 2006-01-22 8 7 34
0.677109 "The Phantom of the Opera" 2006-01-22 9 7 34
1.336485 "Wicked" 2006-01-22 10 7 34
0.490735 "Beauty and the Beast" 2006-01-29 1 7 35
0.354299 "Chicago" 2006-01-29 2 7 35
0.887986 "Jersey Boys" 2006-01-29 3 7 35
0.871807 "Mamma Mia!" 2006-01-29 5 7 35
0.468872 "Rent" 2006-01-29 6 7 35
0.97721 "The Lion King" 2006-01-29 8 7 35
0.642565 "The Phantom of the Opera" 2006-01-29 9 7 35
1.34675 "Wicked" 2006-01-29 10 7 35
0.447701 "Beauty and the Beast" 2006-02-05 1 7 36
0.337735 "Chicago" 2006-02-05 2 7 36
0.884978 "Jersey Boys" 2006-02-05 3 7 36
0.80211 "Mamma Mia!" 2006-02-05 5 7 36
0.411515 "Rent" 2006-02-05 6 7 36
0.897717 "The Lion King" 2006-02-05 8 7 36
0.649738 "The Phantom of the Opera" 2006-02-05 9 7 36
1.303981 "Wicked" 2006-02-05 10 7 36
0.506227 "Beauty and the Beast" 2006-02-12 1 7 37
0.361567 "Chicago" 2006-02-12 2 7 37
0.875921 "Jersey Boys" 2006-02-12 3 7 37
0.844797 "Mamma Mia!" 2006-02-12 5 7 37
0.402763 "Rent" 2006-02-12 6 7 37
0.986094 "The Lion King" 2006-02-12 8 7 37
0.626315 "The Phantom of the Opera" 2006-02-12 9 7 37
1.315139 "Wicked" 2006-02-12 10 7 37
0.700618 "Beauty and the Beast" 2006-02-19 1 7 38
0.538945 "Chicago" 2006-02-19 2 7 38
0.922844 "Jersey Boys" 2006-02-19 3 7 38
0.969249 "Mamma Mia!" 2006-02-19 5 7 38
0.560137 "Rent" 2006-02-19 6 7 38
1.074557 "The Lion King" 2006-02-19 8 7 38
0.772287 "The Phantom of the Opera" 2006-02-19 9 7 38
1.360859 "Wicked" 2006-02-19 10 7 38
0.626921 "Beauty and the Beast" 2006-02-26 1 7 39
0.494456 "Chicago" 2006-02-26 2 7 39
0.928421 "Jersey Boys" 2006-02-26 3 7 39
0.955335 "Mamma Mia!" 2006-02-26 5 7 39
0.581089 "Rent" 2006-02-26 6 7 39
1.260528 "The Lion King" 2006-02-26 8 7 39
0.770928 "The Phantom of the Opera" 2006-02-26 9 7 39
1.41112 "Wicked" 2006-02-26 10 7 39
0.565492 "Beauty and the Beast" 2006-03-05 1 7 40
0.40052 "Chicago" 2006-03-05 2 7 40
0.911373 "Jersey Boys" 2006-03-05 3 7 40
0.837811 "Mamma Mia!" 2006-03-05 5 7 40
0.430901 "Rent" 2006-03-05 6 7 40
1.040846 "The Lion King" 2006-03-05 8 7 40
0.681068 "The Phantom of the Opera" 2006-03-05 9 7 40
1.327337 "Wicked" 2006-03-05 10 7 40
0.618598 "Beauty and the Beast" 2006-03-12 1 7 41
0.49322 "Chicago" 2006-03-12 2 7 41
0.997329 "Jersey Boys" 2006-03-12 3 7 41
0.916631 "Mamma Mia!" 2006-03-12 5 7 41
0.530587 "Rent" 2006-03-12 6 7 41
1.181736 "The Lion King" 2006-03-12 8 7 41
0.717944 "The Phantom of the Opera" 2006-03-12 9 7 41
1.327886 "Wicked" 2006-03-12 10 7 41
0.740428 "Beauty and the Beast" 2006-03-19 1 7 42
0.604616 "Chicago" 2006-03-19 2 7 42
0.989866 "Jersey Boys" 2006-03-19 3 7 42
0.969909 "Mamma Mia!" 2006-03-19 5 7 42
0.613889 "Rent" 2006-03-19 6 7 42
1.220597 "The Lion King" 2006-03-19 8 7 42
0.759291 "The Phantom of the Opera" 2006-03-19 9 7 42
1.338102 "Wicked" 2006-03-19 10 7 42
0.682384 "Beauty and the Beast" 2006-03-26 1 7 43
0.572452 "Chicago" 2006-03-26 2 7 43
0.99764 "Jersey Boys" 2006-03-26 3 7 43
0.979724 "Mamma Mia!" 2006-03-26 5 7 43
0.58122 "Rent" 2006-03-26 6 7 43
1.224792 "The Lion King" 2006-03-26 8 7 43
0.773857 "The Phantom of the Opera" 2006-03-26 9 7 43
1.3412 "Wicked" 2006-03-26 10 7 43
0.626454 "Beauty and the Beast" 2006-04-02 1 7 44
0.531097 "Chicago" 2006-04-02 2 7 44
0.999873 "Jersey Boys" 2006-04-02 3 7 44
0.945114 "Mamma Mia!" 2006-04-02 5 7 44
0.522521 "Rent" 2006-04-02 6 7 44
1.213701 "The Lion King" 2006-04-02 8 7 44
0.758692 "The Phantom of the Opera" 2006-04-02 9 7 44
1.335008 "Wicked" 2006-04-02 10 7 44
0.686402 "Beauty and the Beast" 2006-04-09 1 7 45
0.500875 "Chicago" 2006-04-09 2 7 45
0.989345 "Jersey Boys" 2006-04-09 3 7 45
0.963623 "Mamma Mia!" 2006-04-09 5 7 45
0.489227 "Rent" 2006-04-09 6 7 45
1.177123 "The Lion King" 2006-04-09 8 7 45
0.764453 "The Phantom of the Opera" 2006-04-09 9 7 45
1.354481 "Wicked" 2006-04-09 10 7 45
0.886047 "Beauty and the Beast" 2006-04-16 1 7 46
0.64428 "Chicago" 2006-04-16 2 7 46
1.013616 "Jersey Boys" 2006-04-16 3 7 46
1.061685 "Mamma Mia!" 2006-04-16 5 7 46
0.593149 "Rent" 2006-04-16 6 7 46
1.282079 "The Lion King" 2006-04-16 8 7 46
0.833541 "The Phantom of the Opera" 2006-04-16 9 7 46
1.454174 "Wicked" 2006-04-16 10 7 46
0.811129 "Beauty and the Beast" 2006-04-23 1 7 47
0.565149 "Chicago" 2006-04-23 2 7 47
1.010939 "Jersey Boys" 2006-04-23 3 7 47
1.014163 "Mamma Mia!" 2006-04-23 5 7 47
0.575296 "Rent" 2006-04-23 6 7 47
1.255147 "The Lion King" 2006-04-23 8 7 47
0.829701 "The Phantom of the Opera" 2006-04-23 9 7 47
1.440426 "Wicked" 2006-04-23 10 7 47
0.563738 "Beauty and the Beast" 2006-04-30 1 7 48
0.46814 "Chicago" 2006-04-30 2 7 48
1.002341 "Jersey Boys" 2006-04-30 3 7 48
0.984266 "Mamma Mia!" 2006-04-30 5 7 48
0.401249 "Rent" 2006-04-30 6 7 48
1.157115 "The Lion King" 2006-04-30 8 7 48
0.720338 "The Phantom of the Opera" 2006-04-30 9 7 48
1.310827 "Wicked" 2006-04-30 10 7 48
0.540468 "Beauty and the Beast" 2006-05-07 1 7 49
0.450557 "Chicago" 2006-05-07 2 7 49
1.004804 "Jersey Boys" 2006-05-07 3 7 49
0.953527 "Mamma Mia!" 2006-05-07 5 7 49
0.403616 "Rent" 2006-05-07 6 7 49
1.131809 "The Lion King" 2006-05-07 8 7 49
0.766165 "The Phantom of the Opera" 2006-05-07 9 7 49
1.331209 "Wicked" 2006-05-07 10 7 49
0.588071 "Beauty and the Beast" 2006-05-14 1 7 50
0.41501 "Chicago" 2006-05-14 2 7 50
0.99381 "Jersey Boys" 2006-05-14 3 7 50
0.964718 "Mamma Mia!" 2006-05-14 5 7 50
0.380891 "Rent" 2006-05-14 6 7 50
1.144193 "The Lion King" 2006-05-14 8 7 50
0.743363 "The Phantom of the Opera" 2006-05-14 9 7 50
1.346016 "Wicked" 2006-05-14 10 7 50
0.605454 "Beauty and the Beast" 2006-05-21 1 7 51
0.492659 "Chicago" 2006-05-21 2 7 51
1.025695 "Jersey Boys" 2006-05-21 3 7 51
1.004 "Mamma Mia!" 2006-05-21 5 7 51
0.499863 "Rent" 2006-05-21 6 7 51
1.207297 "The Lion King" 2006-05-21 8 7 51
0.7876 "The Phantom of the Opera" 2006-05-21 9 7 51
1.355903 "Wicked" 2006-05-21 10 7 51
0.682433 "Beauty and the Beast" 2006-05-28 1 7 52
0.534712 "Chicago" 2006-05-28 2 7 52
1.025536 "Jersey Boys" 2006-05-28 3 7 52
0.988613 "Mamma Mia!" 2006-05-28 5 7 52
0.455106 "Rent" 2006-05-28 6 7 52
1.236383 "The Lion King" 2006-05-28 8 7 52
0.804059 "The Phantom of the Opera" 2006-05-28 9 7 52
1.350004 "Wicked" 2006-05-28 10 7 52
0.629013 "Beauty and the Beast" 2006-06-04 1 7 1
0.388899 "Chicago" 2006-06-04 2 7 1
1.012807 "Jersey Boys" 2006-06-04 3 7 1
0.950285 "Mamma Mia!" 2006-06-04 5 7 1
0.380595 "Rent" 2006-06-04 6 7 1
1.204853 "The Lion King" 2006-06-04 8 7 1
0.81201 "The Phantom of the Opera" 2006-06-04 9 7 1
1.34177 "Wicked" 2006-06-04 10 7 1
0.763236 "Beauty and the Beast" 2006-06-11 1 7 2
0.471255 "Chicago" 2006-06-11 2 7 2
1.024537 "Jersey Boys" 2006-06-11 3 7 2
0.995984 "Mamma Mia!" 2006-06-11 5 7 2
0.423954 "Rent" 2006-06-11 6 7 2
0.84057 "The Phantom of the Opera" 2006-06-11 9 7 2
1.340915 "Wicked" 2006-06-11 10 7 2
0.677062 "Beauty and the Beast" 2006-06-18 1 7 3
0.431274 "Chicago" 2006-06-18 2 7 3
1.038229 "Jersey Boys" 2006-06-18 3 7 3
0.952224 "Mamma Mia!" 2006-06-18 5 7 3
0.400615 "Rent" 2006-06-18 6 7 3
1.194856 "The Lion King" 2006-06-18 8 7 3
0.822302 "The Phantom of the Opera" 2006-06-18 9 7 3
1.365387 "Wicked" 2006-06-18 10 7 3
0.718544 "Beauty and the Beast" 2006-06-25 1 7 4
0.507001 "Chicago" 2006-06-25 2 7 4
1.026049 "Jersey Boys" 2006-06-25 3 7 4
0.99307 "Mamma Mia!" 2006-06-25 5 7 4
0.49238 "Rent" 2006-06-25 6 7 4
1.177742 "The Lion King" 2006-06-25 8 7 4
0.835103 "The Phantom of the Opera" 2006-06-25 9 7 4
1.405687 "Wicked" 2006-06-25 10 7 4
0.708879 "Beauty and the Beast" 2006-07-02 1 7 5
0.455645 "Chicago" 2006-07-02 2 7 5
1.056571 "Jersey Boys" 2006-07-02 3 7 5
0.960107 "Mamma Mia!" 2006-07-02 5 7 5
0.4509 "Rent" 2006-07-02 6 7 5
1.225189 "The Lion King" 2006-07-02 8 7 5
0.829711 "The Phantom of the Opera" 2006-07-02 9 7 5
1.431843 "Wicked" 2006-07-02 10 7 5
0.68253 "Beauty and the Beast" 2006-07-09 1 7 6
0.478893 "Chicago" 2006-07-09 2 7 6
1.072995 "Jersey Boys" 2006-07-09 3 7 6
0.933076 "Mamma Mia!" 2006-07-09 5 7 6
0.434294 "Rent" 2006-07-09 6 7 6
1.207411 "The Lion King" 2006-07-09 8 7 6
0.777866 "The Phantom of the Opera" 2006-07-09 9 7 6
1.438551 "Wicked" 2006-07-09 10 7 6
0.730501 "Beauty and the Beast" 2006-07-16 1 7 7
0.484605 "Chicago" 2006-07-16 2 7 7
1.050974 "Jersey Boys" 2006-07-16 3 7 7
0.955672 "Mamma Mia!" 2006-07-16 5 7 7
0.489391 "Rent" 2006-07-16 6 7 7
1.243011 "The Lion King" 2006-07-16 8 7 7
0.83996 "The Phantom of the Opera" 2006-07-16 9 7 7
1.438835 "Wicked" 2006-07-16 10 7 7
0.734284 "Beauty and the Beast" 2006-07-23 1 7 8
0.514322 "Chicago" 2006-07-23 2 7 8
1.059055 "Jersey Boys" 2006-07-23 3 7 8
0.962194 "Mamma Mia!" 2006-07-23 5 7 8
0.477918 "Rent" 2006-07-23 6 7 8
1.259937 "The Lion King" 2006-07-23 8 7 8
0.850654 "The Phantom of the Opera" 2006-07-23 9 7 8
1.443757 "Wicked" 2006-07-23 10 7 8
0.757039 "Beauty and the Beast" 2006-07-30 1 7 9
0.517078 "Chicago" 2006-07-30 2 7 9
1.068711 "Jersey Boys" 2006-07-30 3 7 9
0.96717 "Mamma Mia!" 2006-07-30 5 7 9
0.48501 "Rent" 2006-07-30 6 7 9
1.25419 "The Lion King" 2006-07-30 8 7 9
0.862024 "The Phantom of the Opera" 2006-07-30 9 7 9
1.44387 "Wicked" 2006-07-30 10 7 9
0.706804 "Beauty and the Beast" 2006-08-06 1 7 10
0.511814 "Chicago" 2006-08-06 2 7 10
1.099413 "Jersey Boys" 2006-08-06 3 7 10
0.950457 "Mamma Mia!" 2006-08-06 5 7 10
0.473253 "Rent" 2006-08-06 6 7 10
1.253897 "The Lion King" 2006-08-06 8 7 10
0.832262 "The Phantom of the Opera" 2006-08-06 9 7 10
